sample,total_count,population,count,percentage
sample00112,99754,monocyte,21547,21.6001363354
sample00112,99754,nk_cell,12267,12.2972512380
sample00113,108308,b_cell,8777,8.1037411826
sample00113,108308,cd4_t_cell,33746,31.1574398936
sample00113,108308,cd8_t_cell,28919,26.7007053957
sample00113,108308,monocyte,26475,24.4441777154
sample00113,108308,nk_cell,10391,9.5939358127
sample00114,106352,b_cell,13741,12.9203023921
sample00114,106352,cd4_t_cell,31383,29.5086129081
sample00114,106352,cd8_t_cell,28857,27.1334812697
sample00114,106352,monocyte,14283,13.4299307958
sample00114,106352,nk_cell,18088,17.0076726343
sample00115,92639,b_cell,5722,6.1766642559
sample00115,92639,cd4_t_cell,29410,31.7468884595
sample00115,92639,cd8_t_cell,23044,24.8750526236
sample00115,92639,monocyte,19301,20.8346376796
sample00115,92639,nk_cell,15162,16.3667569814
sample00116,99836,b_cell,6304,6.3143555431
sample00116,99836,cd4_t_cell,39506,39.5708962699
sample00116,99836,cd8_t_cell,18835,18.8659401418
sample00116,99836,monocyte,15765,15.7908970712
sample00116,99836,nk_cell,19426,19.4579109740
sample00117,93271,b_cell,8561,9.1786300136
sample00117,93271,cd4_t_cell,23471,25.1643061616
sample00117,93271,cd8_t_cell,28864,30.9463820480
sample00117,93271,monocyte,18522,19.8582624824
sample00117,93271,nk_cell,13853,14.8524192943
sample00118,96176,b_cell,8314,8.6445682915
sample00118,96176,cd4_t_cell,26165,27.2053318915
sample00118,96176,cd8_t_cell,28113,29.2307852271
sample00118,96176,monocyte,16145,16.7869322908
sample00118,96176,nk_cell,17439,18.1323822991
sample00119,109329,b_cell,10519,9.6214179221
sample00119,109329,cd4_t_cell,29357,26.8519788894
sample00119,109329,cd8_t_cell,24245,22.1761838122
sample00119,109329,monocyte,29544,27.0230222539
sample00119,109329,nk_cell,15664,14.3273971224
sample00120,99469,b_cell,5301,5.3292985754
sample00120,99469,cd4_t_cell,28293,28.4440378409
sample00120,99469,cd8_t_cell,25850,25.9879962601
sample00120,99469,monocyte,21026,21.1382440760
sample00120,99469,nk_cell,18999,19.1004232474
sample00121,100448,b_cell,6109,6.0817537432
sample00121,100448,cd4_t_cell,28027,27.9019990443
sample00121,100448,cd8_t_cell,23796,23.6898693852
sample00121,100448,monocyte,23633,23.5275963683
sample00121,100448,nk_cell,18883,18.7987814591
sample00122,102361,b_cell,9758,9.5329275798
sample00122,102361,cd4_t_cell,31029,30.3133029181
sample00122,102361,cd8_t_cell,28775,28.1112923867
sample00122,102361,monocyte,21255,20.7647443851
sample00122,102361,nk_cell,11544,11.2777327302
sample00123,101404,b_cell,8588,8.4690939213
sample00123,101404,cd4_t_cell,29889,29.4751686324
sample00123,101404,cd8_t_cell,26624,26.2553745414
sample00123,101404,monocyte,19142,18.8769673780
sample00123,101404,nk_cell,17161,16.9233955268
sample00124,91040,b_cell,7220,7.9305799649
sample00124,91040,cd4_t_cell,28332,31.1203866432
sample00124,91040,cd8_t_cell,23608,25.9314586995
sample00124,91040,monocyte,19553,21.4773725835
sample00124,91040,nk_cell,12327,13.5402021090
sample00125,108174,b_cell,18039,16.6759110322
sample00125,108174,cd4_t_cell,27052,25.0078577107
sample00125,108174,cd8_t_cell,34464,31.8597814632
sample00125,108174,monocyte,15254,14.1013552240
sample00125,108174,nk_cell,13365,12.3550945699
sample00126,93769,b_cell,8794,9.3783659845
sample00126,93769,cd4_t_cell,29419,31.3739082213
sample00126,93769,cd8_t_cell,21622,23.0587934179
sample00126,93769,monocyte,21082,22.4829101302
sample00126,93769,nk_cell,12852,13.7060222462
sample00127,105638,b_cell,12536,11.8669418202
sample00127,105638,cd4_t_cell,24468,23.1621196918
sample00127,105638,cd8_t_cell,25347,23.9942066302
sample00127,105638,monocyte,23448,22.1965580568
sample00127,105638,nk_cell,19839,18.7801738011
sample00128,102875,b_cell,10257,9.9703523694
sample00128,102875,cd4_t_cell,24291,23.6121506683
sample00128,102875,cd8_t_cell,31155,30.2843256379
sample00128,102875,monocyte,20747,20.1671931956
sample00128,102875,nk_cell,16425,15.9659781288
sample00129,97799,b_cell,8578,8.7710508287
sample00129,97799,cd4_t_cell,33812,34.5729506437
sample00129,97799,cd8_t_cell,24695,25.2507694353
sample00129,97799,monocyte,18492,18.9081687952
sample00129,97799,nk_cell,12222,12.4970602971
sample00130,110509,b_cell,9491,8.5884407605
sample00130,110509,cd4_t_cell,29379,26.5851650092
sample00130,110509,cd8_t_cell,20874,18.8889592703
sample00130,110509,monocyte,20808,18.8292356279
sample00130,110509,nk_cell,29957,27.1081993322
sample00131,94983,b_cell,13475,14.1867492078
sample00131,94983,cd4_t_cell,33782,35.5663645073
sample00131,94983,cd8_t_cell,19647,20.6847541139
sample00131,94983,monocyte,15810,16.6450838571
sample00131,94983,nk_cell,12269,12.9170483139
sample00132,104383,b_cell,12071,11.5641435866
sample00132,104383,cd4_t_cell,37366,35.7970167556
sample00132,104383,cd8_t_cell,22953,21.9892128029
sample00132,104383,monocyte,21155,20.2667100965
sample00132,104383,nk_cell,10838,10.3829167585
sample00133,103248,b_cell,8998,8.7149387882
sample00133,103248,cd4_t_cell,39154,37.9222842089
sample00133,103248,cd8_t_cell,30577,29.6151015032
sample00133,103248,monocyte,16209,15.6990934449
sample00133,103248,nk_cell,8310,8.0485820549
sample00134,94929,b_cell,5345,5.6305238652
sample00134,94929,cd4_t_cell,21093,22.2197642449
sample00134,94929,cd8_t_cell,19854,20.9145782638
sample00134,94929,monocyte,29206,30.7661515448
sample00134,94929,nk_cell,19431,20.4689820813
sample00135,111728,b_cell,6364,5.6959759416
sample00135,111728,cd4_t_cell,33379,29.8752327080
sample00135,111728,cd8_t_cell,30479,27.2796434197
sample00135,111728,monocyte,20034,17.9310468280
sample00135,111728,nk_cell,21472,19.2181011027
sample00136,105539,b_cell,9477,8.9796189086
sample00136,105539,cd4_t_cell,36775,34.8449388378
sample00136,105539,cd8_t_cell,24510,23.2236424450
sample00136,105539,monocyte,19474,18.4519466737
sample00136,105539,nk_cell,15303,14.4998531349
sample00137,103610,b_cell,13112,12.6551491169
sample00137,103610,cd4_t_cell,34563,33.3587491555
sample00137,103610,cd8_t_cell,27662,26.6981951549
sample00137,103610,monocyte,18754,18.1005694431
sample00137,103610,nk_cell,9519,9.1873371296
sample00138,93142,b_cell,10705,11.4932039252
sample00138,93142,cd4_t_cell,26058,27.9766378218
sample00138,93142,cd8_t_cell,24949,26.7859826931
sample00138,93142,monocyte,16855,18.0960254235
sample00138,93142,nk_cell,14575,15.6481501364
sample00139,98502,b_cell,8256,8.3815557045
sample00139,98502,cd4_t_cell,32718,33.2155692270
sample00139,98502,cd8_t_cell,27913,28.3374956854
sample00139,98502,monocyte,15630,15.8676981178
sample00139,98502,nk_cell,13985,14.1976812654
sample00140,94698,b_cell,10349,10.9284250987
sample00140,94698,cd4_t_cell,23476,24.7903862806
sample00140,94698,cd8_t_cell,26253,27.7228663752
sample00140,94698,monocyte,17628,18.6149654692
sample00140,94698,nk_cell,16992,17.9433567763
sample00141,103696,b_cell,4896,4.7214935967
sample00141,103696,cd4_t_cell,35662,34.3909118963
sample00141,103696,cd8_t_cell,28642,27.6211232834
sample00141,103696,monocyte,21325,20.5649205370
sample00141,103696,nk_cell,13171,12.7015506866
sample00142,98991,b_cell,10372,10.4777201968
sample00142,98991,cd4_t_cell,32331,32.6605448980
sample00142,98991,cd8_t_cell,26865,27.1388308028
sample00142,98991,monocyte,17299,17.4753260397
sample00142,98991,nk_cell,12124,12.2475780627
sample00143,95184,b_cell,7954,8.3564464616
sample00143,95184,cd4_t_cell,24873,26.1314926878
sample00143,95184,cd8_t_cell,32400,34.0393343419
sample00143,95184,monocyte,10588,11.1237182720
sample00143,95184,nk_cell,19369,20.3490082367
sample00144,98439,b_cell,7857,7.9815926614
sample00144,98439,cd4_t_cell,27371,27.8050366217
sample00144,98439,cd8_t_cell,37150,37.7391074676
sample00144,98439,monocyte,17879,18.1625168886
sample00144,98439,nk_cell,8182,8.3117463607
sample00145,96711,b_cell,9816,10.1498278376
sample00145,96711,cd4_t_cell,24589,25.4252360124
sample00145,96711,cd8_t_cell,27212,28.1374404153
sample00145,96711,monocyte,16550,17.1128413521
sample00145,96711,nk_cell,18544,19.1746543826
sample00146,108534,b_cell,1835,1.6907144305
sample00146,108534,cd4_t_cell,40424,37.2454714652
sample00146,108534,cd8_t_cell,32579,30.0173217609
sample00146,108534,monocyte,23790,21.9193985295
sample00146,108534,nk_cell,9906,9.1270938139
sample00147,107835,b_cell,9384,8.7021838921
sample00147,107835,cd4_t_cell,35855,33.2498724904
sample00147,107835,cd8_t_cell,27312,25.3275838086
sample00147,107835,monocyte,22359,20.7344554180
sample00147,107835,nk_cell,12925,11.9859043910
sample00148,95497,b_cell,12464,13.0517189022
sample00148,95497,cd4_t_cell,27844,29.1569368671
sample00148,95497,cd8_t_cell,24484,25.6385017330
sample00148,95497,monocyte,14080,14.7439186571
sample00148,95497,nk_cell,16625,17.4089238405
sample00149,106825,b_cell,7999,7.4879475778
sample00149,106825,cd4_t_cell,31822,29.7889070910
sample00149,106825,cd8_t_cell,30839,28.8687105078
sample00149,106825,monocyte,18064,16.9098993681
sample00149,106825,nk_cell,18101,16.9445354552
sample00150,90252,b_cell,6574,7.2840491069
sample00150,90252,cd4_t_cell,30706,34.0225147365
sample00150,90252,cd8_t_cell,23193,25.6980454727
sample00150,90252,monocyte,20545,22.7640384701
sample00150,90252,nk_cell,9234,10.2313522138
sample00151,94188,b_cell,10045,10.6648405317
sample00151,94188,cd4_t_cell,19743,20.9612689515
sample00151,94188,cd8_t_cell,25079,26.6265341657
sample00151,94188,monocyte,17373,18.4450248439
sample00151,94188,nk_cell,21948,23.3023315072
sample00152,101748,b_cell,10029,9.8567048001
sample00152,101748,cd4_t_cell,34480,33.8876439832
sample00152,101748,cd8_t_cell,23103,22.7060974171
sample00152,101748,monocyte,17901,17.5934662106
sample00152,101748,nk_cell,16235,15.9560875889
sample00153,105449,b_cell,12772,12.1120162353
sample00153,105449,cd4_t_cell,30009,28.4583068592
sample00153,105449,cd8_t_cell,27496,26.0751642974
sample00153,105449,monocyte,16853,15.9821335432
sample00153,105449,nk_cell,18319,17.3723790648
sample00154,98244,b_cell,4851,4.9377061195
sample00154,98244,cd4_t_cell,29002,29.5203778348
sample00154,98244,cd8_t_cell,29394,29.9193843899
sample00154,98244,monocyte,14743,15.0065143927
sample00154,98244,nk_cell,20254,20.6160172631
sample00155,98358,b_cell,9098,9.2498830802
sample00155,98358,cd4_t_cell,29519,30.0117936518
sample00155,98358,cd8_t_cell,31146,31.6659549808
sample00155,98358,monocyte,13591,13.8178897497
sample00155,98358,nk_cell,15004,15.2544785376
sample00156,95669,b_cell,12105,12.6530014947
sample00156,95669,cd4_t_cell,25294,26.4390763988
sample00156,95669,cd8_t_cell,22220,23.2259143505
sample00156,95669,monocyte,21973,22.9677324943
sample00156,95669,nk_cell,14077,14.7142752616
sample00157,107396,b_cell,12798,11.9166449402
sample00157,107396,cd4_t_cell,25824,24.0455882901
sample00157,107396,cd8_t_cell,29712,27.6658348542
sample00157,107396,monocyte,23759,22.1227978696
sample00157,107396,nk_cell,15303,14.2491340460
sample00158,99524,b_cell,9304,9.3484988545
sample00158,99524,cd4_t_cell,30837,30.9844861541
sample00158,99524,cd8_t_cell,28693,28.8302319039
sample00158,99524,monocyte,14471,14.5402114063
sample00158,99524,nk_cell,16219,16.2965716812
sample00159,108497,b_cell,10899,10.0454390444
sample00159,108497,cd4_t_cell,37159,34.2488732407
sample00159,108497,cd8_t_cell,30942,28.5187608874
sample00159,108497,monocyte,17569,16.1930744629
sample00159,108497,nk_cell,11928,10.9938523646
sample00160,108795,b_cell,4919,4.5213474884
sample00160,108795,cd4_t_cell,37824,34.7663035985
sample00160,108795,cd8_t_cell,30893,28.3956064157
sample00160,108795,monocyte,20129,18.5017693828
sample00160,108795,nk_cell,15030,13.8149731146
sample00161,108402,b_cell,11706,10.7986937510
sample00161,108402,cd4_t_cell,27508,25.3759155735
sample00161,108402,cd8_t_cell,27113,25.0115311526
sample00161,108402,monocyte,18520,17.0845556355
sample00161,108402,nk_cell,23555,21.7293038874
sample00162,102499,b_cell,12077,11.7825539761
sample00162,102499,cd4_t_cell,34285,33.4491068206
sample00162,102499,cd8_t_cell,25698,25.0714641118
sample00162,102499,monocyte,15854,15.4674679753
sample00162,102499,nk_cell,14585,14.2294071162
sample00163,104732,b_cell,11351,10.8381392507
sample00163,104732,cd4_t_cell,37866,36.1551388305
sample00163,104732,cd8_t_cell,28692,27.3956383913
sample00163,104732,monocyte,18338,17.5094526983
sample00163,104732,nk_cell,8485,8.1016308292
sample00164,100756,b_cell,11872,11.7829211164
sample00164,100756,cd4_t_cell,29156,28.9372345071
sample00164,100756,cd8_t_cell,26866,26.6644170074
sample00164,100756,monocyte,24226,24.0442256541
sample00164,100756,nk_cell,8636,8.5712017150
sample00165,111486,b_cell,11804,10.5878765047
sample00165,111486,cd4_t_cell,35119,31.5008162460
sample00165,111486,cd8_t_cell,19245,17.2622571444
sample00165,111486,monocyte,21456,19.2454657984
sample00165,111486,nk_cell,23862,21.4035843065
sample00166,111770,b_cell,9198,8.2293996600
sample00166,111770,cd4_t_cell,33200,29.7038561331
sample00166,111770,cd8_t_cell,21433,19.1759864006
sample00166,111770,monocyte,26183,23.4257850944
sample00166,111770,nk_cell,21756,19.4649727118
sample00167,108425,b_cell,9538,8.7968641918
sample00167,108425,cd4_t_cell,26658,24.5865805857
sample00167,108425,cd8_t_cell,40134,37.0154484667
sample00167,108425,monocyte,19194,17.7025593728
sample00167,108425,nk_cell,12901,11.8985473830
sample00168,102412,b_cell,8186,7.9932039214
sample00168,102412,cd4_t_cell,30370,29.6547279616
sample00168,102412,cd8_t_cell,32947,32.1710346444
sample00168,102412,monocyte,12267,11.9780885053
sample00168,102412,nk_cell,18642,18.2029449674
sample00169,93829,b_cell,8106,8.6391201015
sample00169,93829,cd4_t_cell,33236,35.4218844920
sample00169,93829,cd8_t_cell,23215,24.7418175617
sample00169,93829,monocyte,14590,15.5495635678
sample00169,93829,nk_cell,14682,15.6476142770
sample00170,98457,b_cell,7984,8.1091237799
sample00170,98457,cd4_t_cell,26639,27.0564815097
sample00170,98457,cd8_t_cell,25161,25.5553185655
sample00170,98457,monocyte,24495,24.8788811359
sample00170,98457,nk_cell,14178,14.4001950090
sample00171,92121,b_cell,11525,12.5107195971
sample00171,92121,cd4_t_cell,22299,24.2062070538
sample00171,92121,cd8_t_cell,23390,25.3905189913
sample00171,92121,monocyte,20789,22.5670585426
sample00171,92121,nk_cell,14118,15.3254958153
sample00172,94096,b_cell,11364,12.0770277164
sample00172,94096,cd4_t_cell,28674,30.4731338208
sample00172,94096,cd8_t_cell,23176,24.6301649379
sample00172,94096,monocyte,19145,20.3462421357
sample00172,94096,nk_cell,11737,12.4734313892
sample00173,96509,b_cell,7082,7.3381757142
sample00173,96509,cd4_t_cell,28266,29.2884601436
sample00173,96509,cd8_t_cell,27520,28.5154752407
sample00173,96509,monocyte,23840,24.7023593654
sample00173,96509,nk_cell,9801,10.1555295361
sample00174,97817,b_cell,7405,7.5702587485
sample00174,97817,cd4_t_cell,32965,33.7006859748
sample00174,97817,cd8_t_cell,22137,22.6310355051
sample00174,97817,monocyte,14505,14.8287107558
sample00174,97817,nk_cell,20805,21.2693090158
sample00175,107707,b_cell,11412,10.5954116260
sample00175,107707,cd4_t_cell,36667,34.0432840948
sample00175,107707,cd8_t_cell,23005,21.3588717539
sample00175,107707,monocyte,22975,21.3310184111
sample00175,107707,nk_cell,13648,12.6714141142
sample00176,97220,b_cell,7371,7.5817732977
sample00176,97220,cd4_t_cell,31741,32.6486319687
sample00176,97220,cd8_t_cell,18491,19.0197490228
sample00176,97220,monocyte,26575,27.3349105122
sample00176,97220,nk_cell,13042,13.4149351985
sample00177,102788,b_cell,10580,10.2930303148
sample00177,102788,cd4_t_cell,25468,24.7772113476
sample00177,102788,cd8_t_cell,30273,29.4518815426
sample00177,102788,monocyte,17846,17.3619488656
sample00177,102788,nk_cell,18621,18.1159279293
sample00178,109003,b_cell,11377,10.4373274130
sample00178,109003,cd4_t_cell,35564,32.6266249553
sample00178,109003,cd8_t_cell,18189,16.6866966964
sample00178,109003,monocyte,21281,19.5233158720
sample00178,109003,nk_cell,22592,20.7260350633
sample00179,95383,b_cell,4366,4.5773355839
sample00179,95383,cd4_t_cell,26451,27.7313567407
sample00179,95383,cd8_t_cell,24940,26.1472170093
sample00179,95383,monocyte,23797,24.9488902635
sample00179,95383,nk_cell,15829,16.5952004026
sample00180,99526,b_cell,10632,10.6826356932
sample00180,99526,cd4_t_cell,34254,34.4171372305
sample00180,99526,cd8_t_cell,24728,24.8457689448
sample00180,99526,monocyte,18053,18.1389787593
sample00180,99526,nk_cell,11859,11.9154793722
sample00181,106939,b_cell,9617,8.9929773048
sample00181,106939,cd4_t_cell,36652,34.2737448452
sample00181,106939,cd8_t_cell,19948,18.6536249638
sample00181,106939,monocyte,20369,19.0473073434
sample00181,106939,nk_cell,20353,19.0323455428
sample00182,96513,b_cell,7927,8.2134013035
sample00182,96513,cd4_t_cell,43029,44.5836312207
sample00182,96513,cd8_t_cell,14677,15.2072777761
sample00182,96513,monocyte,18209,18.8668883985
sample00182,96513,nk_cell,12671,13.1288013014
sample00183,90271,b_cell,8354,9.2543563271
sample00183,90271,cd4_t_cell,24907,27.5913637824
sample00183,90271,cd8_t_cell,22921,25.3913216869
sample00183,90271,monocyte,15769,17.4685114821
sample00183,90271,nk_cell,18320,20.2944467215
sample00184,101853,b_cell,13752,13.5018114341
sample00184,101853,cd4_t_cell,29444,28.9083286697
sample00184,101853,cd8_t_cell,27317,26.8200249379
sample00184,101853,monocyte,18862,18.5188457876
sample00184,101853,nk_cell,12478,12.2509891707
sample00185,90312,b_cell,8199,9.0785277704
sample00185,90312,cd4_t_cell,30630,33.9157587032
sample00185,90312,cd8_t_cell,26342,29.1677739392
sample00185,90312,monocyte,13624,15.0854814421
sample00185,90312,nk_cell,11517,12.7524581451
sample00186,99781,b_cell,12451,12.4783275373
sample00186,99781,cd4_t_cell,21131,21.1773784588
sample00186,99781,cd8_t_cell,32194,32.2646596045
sample00186,99781,monocyte,19122,19.1639690923
sample00186,99781,nk_cell,14883,14.9156653070
sample00187,97273,b_cell,13389,13.7643539317
sample00187,97273,cd4_t_cell,25999,26.7278689873
sample00187,97273,cd8_t_cell,22858,23.4988126202
sample00187,97273,monocyte,22047,22.6650766400
sample00187,97273,nk_cell,12980,13.3438878209
sample00188,93651,b_cell,10012,10.6907561051
sample00188,93651,cd4_t_cell,30565,32.6371314775
sample00188,93651,cd8_t_cell,20985,22.4076624916
sample00188,93651,monocyte,19179,20.4792260627
sample00188,93651,nk_cell,12910,13.7852238631
sample00189,92269,b_cell,7128,7.7252381623
sample00189,92269,cd4_t_cell,32117,34.8080070229
